# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-09-18T01:07:09.277Z
#
# Location: GEO 23.0N 72.5E, URSI-Code AH223 AHMEDABAD
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2012-07-02T21:00:00.000Z - 2013-07-02T21:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foE [MHz] - E layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of AH223 data provider
#
#Time                     CS   foE QD
2012-12-08T10:37:30.000Z 100  2.78 //
2012-12-08T10:45:00.000Z 100  2.83 //
2012-12-08T10:52:30.000Z 100  2.78 //
2012-12-08T11:00:00.000Z 100  2.45 //
2012-12-08T11:07:30.000Z 100  2.36 //
2012-12-08T11:15:00.000Z 100  2.56 //
2012-12-08T11:22:30.000Z  50  2.36 //
2012-12-08T11:30:00.000Z   0  2.18 //
2012-12-08T11:37:30.000Z  33  2.28 //
2012-12-09T02:07:30.000Z 100  1.88 //
2012-12-09T02:22:30.000Z 100  2.18 //
2012-12-09T02:30:00.000Z 100  2.18 //
2012-12-09T02:37:30.000Z 100  2.33 //
2012-12-09T02:45:00.000Z 100  2.43 //
2012-12-09T02:52:30.000Z 100  2.51 //
2012-12-09T03:00:00.000Z 100  2.58 //
2012-12-09T03:07:30.000Z 100  2.65 //
2012-12-09T03:15:00.000Z 100  2.73 //
2012-12-09T03:22:30.000Z   0  2.78 //
2012-12-09T03:30:00.000Z 100  2.83 //
2012-12-09T03:37:30.000Z 100  2.88 //
2012-12-09T03:45:00.000Z  50  2.86 //
2012-12-09T03:52:30.000Z 100  2.86 //
2012-12-09T04:00:00.000Z 100  2.88 //
2012-12-09T04:07:30.000Z 100  2.93 //
2012-12-09T04:15:00.000Z 100  2.93 //
2012-12-09T04:22:30.000Z 100  2.90 //
2012-12-09T04:30:00.000Z 100  2.98 //
2012-12-09T04:37:30.000Z 100  3.01 //
2012-12-09T04:45:00.000Z 100  2.98 //
2012-12-09T04:52:30.000Z 100  3.06 //
2012-12-09T05:00:00.000Z 100  3.01 //
2012-12-09T05:07:30.000Z 100  3.01 //
2012-12-09T05:15:00.000Z 100  3.03 //
2012-12-09T05:22:30.000Z 100  3.06 //
2012-12-09T05:30:00.000Z 100  3.13 //
2012-12-09T05:37:30.000Z 100  3.11 //
2012-12-09T05:45:00.000Z 100  3.08 //
2012-12-09T05:52:30.000Z  75  3.13 //
2012-12-09T06:00:00.000Z  75  3.11 //
2012-12-09T06:07:30.000Z 100  3.08 //
2012-12-09T06:15:00.000Z 100  3.08 //
2012-12-09T06:22:30.000Z 100  3.08 //
2012-12-09T06:30:00.000Z 100  3.06 //
2012-12-09T06:37:30.000Z 100  3.08 //
2012-12-09T06:45:00.000Z 100  3.13 //
2012-12-09T06:52:30.000Z 100  3.13 //
2012-12-09T07:00:00.000Z 100  3.01 //
2012-12-09T07:07:30.000Z 100  3.11 //
2012-12-09T07:22:30.000Z 100  3.08 //
2012-12-09T07:30:00.000Z 100  3.01 //
2012-12-09T07:45:00.000Z 100  3.01 //
2012-12-09T07:52:30.000Z 100  2.95 //
2012-12-09T08:00:00.000Z 100  2.95 //
2012-12-09T08:15:00.000Z 100  2.95 //
2012-12-09T08:22:30.000Z 100  2.86 //
2012-12-09T08:30:00.000Z 100  2.83 //
2012-12-09T08:37:30.000Z  75  2.78 //
2012-12-09T08:45:00.000Z 100  2.68 //
2012-12-09T08:52:30.000Z 100  2.68 //
2012-12-09T09:07:30.000Z 100  3.11 //
2012-12-09T09:15:00.000Z 100  3.13 //
2012-12-09T09:22:30.000Z 100  3.11 //
2012-12-09T09:30:00.000Z 100  3.08 //
2012-12-09T09:37:30.000Z  75  2.93 //
2012-12-09T09:45:00.000Z 100  3.03 //
2012-12-09T09:52:30.000Z 100  3.01 //
2012-12-09T10:00:00.000Z 100  3.01 //
2012-12-09T10:07:30.000Z 100  3.06 //
2012-12-09T10:15:00.000Z 100  3.01 //
2012-12-09T10:22:30.000Z 100  2.90 //
2012-12-09T10:30:00.000Z 100  2.90 //
2012-12-09T10:37:30.000Z 100  2.86 //
2012-12-09T10:45:00.000Z 100  2.78 //
2012-12-09T10:52:30.000Z 100  2.73 //
2012-12-09T11:00:00.000Z 100  2.65 //
2012-12-09T11:07:30.000Z 100  2.61 //
2012-12-09T11:15:00.000Z 100  2.53 //
2012-12-09T11:22:30.000Z 100  2.40 //
2012-12-09T11:30:00.000Z 100  2.33 //
2012-12-09T11:37:30.000Z 100  2.20 //
2012-12-09T11:45:00.000Z 100  2.08 //
2012-12-09T11:52:30.000Z 100  1.90 //
2012-12-10T02:45:00.000Z 100  2.11 //
2012-12-10T02:52:30.000Z 100  2.13 //
2012-12-10T03:00:00.000Z 100  2.26 //
2012-12-10T03:15:00.000Z 100  2.40 //
2012-12-10T03:22:30.000Z 100  2.45 //
2012-12-10T03:30:00.000Z 100  2.53 //
2012-12-10T03:37:30.000Z 100  2.45 //
2012-12-10T03:45:00.000Z 100  2.68 //
2012-12-10T03:52:30.000Z 100  2.61 //
2012-12-10T04:00:00.000Z 100  2.78 //
2012-12-10T04:07:30.000Z 100  2.83 //
2012-12-10T04:15:00.000Z 100  2.83 //
2012-12-10T04:22:30.000Z 100  2.88 //
2012-12-10T04:30:00.000Z 100  2.90 //
2012-12-10T04:37:30.000Z 100  2.88 //
2012-12-10T04:45:00.000Z 100  2.88 //
2012-12-10T04:52:30.000Z 100  2.93 //
2012-12-10T05:00:00.000Z 100  2.98 //
2012-12-10T05:07:30.000Z 100  3.01 //
2012-12-10T05:15:00.000Z 100  3.03 //
2012-12-10T05:22:30.000Z 100  2.98 //
2012-12-10T05:30:00.000Z 100  3.06 //
2012-12-10T05:37:30.000Z 100  3.03 //
2012-12-10T05:45:00.000Z 100  2.83 //
2012-12-10T05:52:30.000Z 100  3.08 //
2012-12-10T06:07:30.000Z 100  3.03 //
2012-12-10T06:15:00.000Z 100  3.08 //
2012-12-10T06:22:30.000Z 100  3.11 //
2012-12-10T06:30:00.000Z 100  3.11 //
2012-12-10T06:37:30.000Z  75  3.11 //
2012-12-10T06:45:00.000Z 100  3.08 //
2012-12-10T06:52:30.000Z  75  3.08 //
2012-12-10T07:00:00.000Z 100  3.08 //
2012-12-10T07:07:30.000Z 100  3.08 //
2012-12-10T07:15:00.000Z 100  3.01 //
2012-12-10T07:30:00.000Z 100  2.90 //
2012-12-10T07:37:30.000Z 100  2.86 //
2012-12-10T07:52:30.000Z 100  2.70 //
2012-12-10T08:30:00.000Z 100  2.65 //
2012-12-10T08:37:30.000Z 100  2.93 //
2012-12-10T09:15:00.000Z 100  2.61 //
2012-12-10T09:30:00.000Z 100  2.83 //
2012-12-10T09:37:30.000Z 100  3.03 //
2012-12-10T09:45:00.000Z  75  3.01 //
2012-12-10T09:52:30.000Z 100  2.90 //
2012-12-10T10:00:00.000Z 100  2.90 //
2012-12-10T10:07:30.000Z 100  3.01 //
2012-12-10T10:15:00.000Z  75  2.95 //
2012-12-10T10:22:30.000Z 100  2.93 //
2012-12-10T10:30:00.000Z 100  2.68 //
2012-12-10T10:37:30.000Z 100  2.81 //
2012-12-10T10:45:00.000Z 100  2.76 //
2012-12-10T10:52:30.000Z 100  2.63 //
2012-12-10T11:00:00.000Z 100  2.65 //
2012-12-10T11:07:30.000Z 100  2.45 //
2012-12-10T11:15:00.000Z 100  2.28 //
2012-12-10T11:22:30.000Z 100  2.28 //
2012-12-10T11:37:30.000Z 100  2.03 //
2012-12-11T03:07:30.000Z 100  2.18 //
2012-12-11T03:15:00.000Z 100  2.28 //
2012-12-11T03:22:30.000Z 100  2.26 //
2012-12-11T03:30:00.000Z 100  2.45 //
2012-12-11T03:37:30.000Z 100  2.48 //
2012-12-11T03:45:00.000Z 100  2.61 //
2012-12-11T03:52:30.000Z 100  2.65 //
2012-12-11T04:07:30.000Z 100  2.78 //
2012-12-11T04:15:00.000Z 100  2.81 //
2012-12-11T04:22:30.000Z 100  2.86 //
2012-12-11T04:30:00.000Z 100  2.88 //
2012-12-11T04:37:30.000Z 100  3.01 //
2012-12-11T04:45:00.000Z 100  2.95 //
2012-12-11T04:52:30.000Z 100  2.90 //
2012-12-11T05:00:00.000Z 100  3.11 //
2012-12-11T05:07:30.000Z 100  3.01 //
2012-12-11T05:15:00.000Z 100  3.08 //
2012-12-11T05:22:30.000Z 100  3.08 //
2012-12-11T05:30:00.000Z 100  2.98 //
2012-12-11T05:37:30.000Z 100  3.15 //
2012-12-11T05:45:00.000Z 100  3.23 //
2012-12-11T05:52:30.000Z 100  3.15 //
2012-12-11T06:00:00.000Z  50  3.11 //
2012-12-11T06:07:30.000Z 100  2.98 //
2012-12-11T06:15:00.000Z 100  3.26 //
2012-12-11T06:22:30.000Z 100  2.70 //
2012-12-11T06:30:00.000Z 100  3.13 //
2012-12-11T06:37:30.000Z  75  3.08 //
2012-12-11T06:45:00.000Z  75  3.43 //
2012-12-11T06:52:30.000Z  50  3.13 //
2012-12-11T07:00:00.000Z 100  3.38 //
2012-12-11T07:07:30.000Z 100  3.36 //
2012-12-11T07:15:00.000Z 100  3.18 //
2012-12-11T07:22:30.000Z  33  3.28 //
2012-12-11T07:30:00.000Z 100  3.15 //
2012-12-11T07:37:30.000Z 100  2.95 //
2012-12-11T07:45:00.000Z 100  3.13 //
2012-12-11T07:52:30.000Z 100  2.98 //
2012-12-11T08:00:00.000Z 100  3.08 //
2012-12-11T08:07:30.000Z 100  3.06 //
2012-12-11T08:22:30.000Z  75  2.90 //
2012-12-11T08:30:00.000Z  75  2.83 //
2012-12-11T08:37:30.000Z  75  2.76 //
2012-12-11T08:45:00.000Z  75  2.73 //
2012-12-11T08:52:30.000Z 100  2.63 //
2012-12-11T09:00:00.000Z 100  3.08 //
2012-12-11T09:07:30.000Z 100  3.18 //
2012-12-11T09:15:00.000Z 100  3.08 //
2012-12-11T09:22:30.000Z 100  3.08 //
2012-12-11T09:30:00.000Z 100  3.15 //
2012-12-11T09:37:30.000Z 100  3.13 //
2012-12-11T09:45:00.000Z   0  3.13 //
2012-12-11T10:00:00.000Z 100  3.01 //
2012-12-11T10:07:30.000Z 100  2.98 //
2012-12-11T10:15:00.000Z  50  2.93 //
2012-12-11T10:22:30.000Z  75  2.86 //
2012-12-11T10:30:00.000Z 100  2.90 //
2012-12-11T10:37:30.000Z 100  2.88 //
2012-12-11T10:45:00.000Z  75  2.83 //
2012-12-11T10:52:30.000Z 100  2.78 //
2012-12-11T11:00:00.000Z  75  2.65 //
2012-12-11T11:07:30.000Z  75  2.56 //
2012-12-11T11:15:00.000Z 100  2.51 //
2012-12-11T11:22:30.000Z 100  2.45 //
2012-12-11T11:30:00.000Z 100  2.15 //
2012-12-11T11:37:30.000Z  75  2.06 //
2012-12-11T11:45:00.000Z  75  2.08 //
2012-12-11T11:52:30.000Z  75  1.93 //
2012-12-11T12:00:00.000Z 100  2.01 //
2012-12-11T12:15:00.000Z 100  1.80 //
2012-12-12T02:45:00.000Z 100  2.23 //
2012-12-12T02:52:30.000Z 100  2.36 //
2012-12-12T03:00:00.000Z 100  2.56 //
2012-12-12T03:07:30.000Z 100  2.28 //
2012-12-12T03:15:00.000Z   0  2.73 //
2012-12-12T03:22:30.000Z 100  2.81 //
2012-12-12T03:30:00.000Z 100  2.81 //
2012-12-12T03:37:30.000Z 100  2.93 //
2012-12-12T03:45:00.000Z  75  2.90 //
2012-12-12T03:52:30.000Z 100  2.98 //
2012-12-12T04:00:00.000Z 100  3.03 //
2012-12-12T04:07:30.000Z 100  3.11 //
2012-12-12T04:15:00.000Z 100  3.15 //
2012-12-12T04:22:30.000Z 100  3.15 //
2012-12-12T04:30:00.000Z 100  3.11 //
2012-12-12T04:37:30.000Z 100  3.15 //
2012-12-12T04:45:00.000Z  75  3.15 //
2012-12-12T05:07:30.000Z  75  3.26 //
2012-12-12T05:15:00.000Z 100  3.33 //
2012-12-12T05:22:30.000Z 100  3.36 //
2012-12-12T05:30:00.000Z 100  3.33 //
2012-12-12T05:37:30.000Z  75  3.26 //
2012-12-12T05:45:00.000Z  75  3.31 //
2012-12-12T05:52:30.000Z 100  3.38 //
2012-12-12T06:07:30.000Z 100  3.40 //
2012-12-12T06:15:00.000Z 100  3.40 //
2012-12-12T06:22:30.000Z 100  3.45 //
2012-12-12T06:30:00.000Z 100  3.48 //
2012-12-12T06:45:00.000Z 100  3.26 //
2012-12-12T06:52:30.000Z  33  3.40 //
2012-12-12T07:00:00.000Z 100  3.31 //
2012-12-12T07:15:00.000Z 100  3.28 //
2012-12-12T07:45:00.000Z 100  3.51 //
2012-12-12T07:52:30.000Z  75  3.31 //
2012-12-12T08:00:00.000Z 100  3.38 //
2012-12-12T08:07:30.000Z 100  3.13 //
2012-12-12T08:22:30.000Z 100  2.88 //
2012-12-12T08:30:00.000Z 100  3.06 //
2012-12-12T08:52:30.000Z 100  2.88 //
2012-12-12T09:00:00.000Z 100  2.95 //
2012-12-12T09:07:30.000Z 100  3.15 //
2012-12-12T09:15:00.000Z  75  3.08 //
2012-12-12T09:22:30.000Z 100  3.11 //
2012-12-12T09:30:00.000Z 100  3.06 //
2012-12-12T09:37:30.000Z 100  3.13 //
2012-12-12T09:45:00.000Z 100  3.01 //
2012-12-12T09:52:30.000Z 100  2.93 //
2012-12-12T10:00:00.000Z 100  2.95 //
2012-12-12T10:07:30.000Z 100  2.88 //
2012-12-12T10:15:00.000Z 100  2.73 //
2012-12-12T10:22:30.000Z 100  2.48 //
2012-12-12T10:30:00.000Z 100  2.58 //
2012-12-12T10:37:30.000Z 100  2.56 //
2012-12-12T10:45:00.000Z 100  2.45 //
2012-12-12T10:52:30.000Z 100  2.40 //
2012-12-12T11:00:00.000Z 100  2.73 //
2012-12-12T11:37:30.000Z 100  2.15 //
2012-12-13T02:37:30.000Z 100  1.98 //
2012-12-13T02:45:00.000Z 100  2.11 //
2012-12-13T02:52:30.000Z 100  2.15 //
2012-12-13T03:00:00.000Z  75  2.15 //
2012-12-13T03:07:30.000Z 100  2.38 //
2012-12-13T03:15:00.000Z 100  2.45 //
2012-12-13T03:22:30.000Z 100  2.58 //
2012-12-13T03:30:00.000Z 100  2.63 //
2012-12-13T03:37:30.000Z 100  2.68 //
2012-12-13T03:45:00.000Z 100  2.73 //
2012-12-13T03:52:30.000Z 100  2.76 //
2012-12-13T04:00:00.000Z 100  2.83 //
2012-12-13T04:07:30.000Z 100  2.86 //
2012-12-13T04:15:00.000Z 100  2.88 //
2012-12-13T04:22:30.000Z  75  2.88 //
2012-12-13T04:30:00.000Z 100  2.93 //
2012-12-13T04:37:30.000Z 100  2.93 //
2012-12-13T04:45:00.000Z 100  2.95 //
2012-12-13T04:52:30.000Z 100  2.98 //
2012-12-13T05:00:00.000Z 100  2.93 //
2012-12-13T05:07:30.000Z 100  3.03 //
2012-12-13T05:15:00.000Z 100  3.03 //
2012-12-13T05:22:30.000Z 100  3.06 //
2012-12-13T05:30:00.000Z 100  3.08 //
2012-12-13T05:37:30.000Z  75  3.11 //
2012-12-13T05:45:00.000Z 100  2.98 //
2012-12-13T05:52:30.000Z  75  3.08 //
2012-12-13T06:00:00.000Z 100  3.06 //
2012-12-13T06:07:30.000Z 100  3.03 //
2012-12-13T06:22:30.000Z 100  3.01 //
2012-12-13T06:30:00.000Z 100  2.90 //
2012-12-13T06:37:30.000Z 100  2.88 //
2012-12-13T06:45:00.000Z 100  3.01 //
2012-12-13T06:52:30.000Z 100  3.48 //
2012-12-13T07:00:00.000Z 100  3.38 //
2012-12-13T07:15:00.000Z 100  3.40 //
2012-12-13T07:22:30.000Z 100  3.48 //
2012-12-13T07:30:00.000Z 100  3.36 //
2012-12-13T07:37:30.000Z 100  3.48 //
2012-12-13T07:45:00.000Z 100  3.48 //
2012-12-13T07:52:30.000Z  75  3.45 //
2012-12-13T08:00:00.000Z 100  2.88 //
2012-12-13T08:07:30.000Z  75  3.45 //
2012-12-13T08:15:00.000Z 100  3.20 //
2012-12-13T08:30:00.000Z 100  3.33 //
2012-12-13T08:37:30.000Z 100  3.13 //
2012-12-13T08:45:00.000Z 100  3.38 //
2012-12-13T08:52:30.000Z 100  3.33 //
2012-12-13T09:00:00.000Z 100  3.28 //
2012-12-13T09:07:30.000Z 100  3.31 //
2012-12-13T09:15:00.000Z 100  3.26 //
2012-12-13T09:22:30.000Z 100  3.23 //
2012-12-13T09:30:00.000Z 100  3.18 //
2012-12-13T09:37:30.000Z 100  3.11 //
2012-12-13T09:45:00.000Z  75  3.08 //
2012-12-13T09:52:30.000Z  50  2.90 //
2012-12-13T10:00:00.000Z  50  2.90 //
2012-12-13T10:07:30.000Z  75  3.06 //
2012-12-13T10:15:00.000Z 100  3.01 //
2012-12-13T10:22:30.000Z  75  2.98 //
2012-12-13T10:30:00.000Z 100  2.95 //
2012-12-13T10:37:30.000Z 100  2.83 //
2012-12-13T10:45:00.000Z 100  2.81 //
2012-12-13T10:52:30.000Z  75  2.76 //
2012-12-13T11:00:00.000Z  75  2.65 //
2012-12-13T11:07:30.000Z  75  2.63 //
2012-12-13T11:15:00.000Z 100  2.56 //
2012-12-13T11:22:30.000Z  75  2.36 //
2012-12-13T11:52:30.000Z  75  1.93 //
2012-12-14T02:07:30.000Z 100  1.71 //
2012-12-14T02:22:30.000Z 100  1.88 //
2012-12-14T02:30:00.000Z 100  2.03 //
2012-12-14T02:37:30.000Z 100  2.08 //
2012-12-14T02:45:00.000Z 100  2.31 //
2012-12-14T02:52:30.000Z 100  2.43 //
2012-12-14T03:00:00.000Z 100  2.51 //
2012-12-14T03:07:30.000Z 100  2.63 //
2012-12-14T03:15:00.000Z 100  2.73 //
2012-12-14T03:22:30.000Z 100  2.81 //
2012-12-14T03:30:00.000Z 100  2.88 //
2012-12-14T03:37:30.000Z 100  2.83 //
2012-12-14T03:45:00.000Z 100  2.98 //
2012-12-14T03:52:30.000Z  75  3.01 //
2012-12-14T04:00:00.000Z 100  2.78 //
2012-12-14T04:07:30.000Z 100  3.08 //
2012-12-14T04:15:00.000Z 100  3.11 //
2012-12-14T04:22:30.000Z 100  3.08 //
2012-12-14T04:30:00.000Z 100  2.95 //
2012-12-14T04:37:30.000Z 100  3.20 //
2012-12-14T04:45:00.000Z 100  3.11 //
2012-12-14T04:52:30.000Z 100  3.01 //
2012-12-14T05:00:00.000Z 100  3.03 //
2012-12-14T05:07:30.000Z 100  3.28 //
2012-12-14T05:15:00.000Z 100  3.13 //
2012-12-14T05:22:30.000Z 100  2.65 //
2012-12-14T05:30:00.000Z 100  3.03 //
2012-12-14T05:37:30.000Z 100  3.43 //
2012-12-14T05:45:00.000Z 100  3.26 //
2012-12-14T05:52:30.000Z 100  3.43 //
2012-12-14T06:00:00.000Z 100  3.43 //
2012-12-14T06:07:30.000Z 100  2.73 //
2012-12-14T06:30:00.000Z 100  3.01 //
2012-12-14T06:37:30.000Z 100  3.48 //
2012-12-14T06:45:00.000Z 100  3.23 //
2012-12-14T06:52:30.000Z 100  3.15 //
2012-12-14T07:00:00.000Z 100  3.45 //
2012-12-14T07:07:30.000Z 100  3.01 //
2012-12-14T07:15:00.000Z 100  2.98 //
2012-12-14T07:22:30.000Z 100  2.98 //
2012-12-14T07:30:00.000Z 100  3.43 //
2012-12-14T07:37:30.000Z 100  3.48 //
2012-12-14T08:00:00.000Z  75  3.38 //
2012-12-14T08:07:30.000Z  75  3.26 //
2012-12-14T08:15:00.000Z  75  3.11 //
2012-12-14T08:22:30.000Z  75  3.26 //
2012-12-14T08:30:00.000Z  75  3.03 //
2012-12-14T08:37:30.000Z  75  3.08 //
2012-12-14T08:45:00.000Z  75  3.06 //
2012-12-14T08:52:30.000Z  75  3.13 //
2012-12-14T09:00:00.000Z 100  3.08 //
2012-12-14T09:07:30.000Z 100  3.13 //
2012-12-14T09:15:00.000Z 100  3.03 //
2012-12-14T09:22:30.000Z 100  2.98 //
2012-12-14T09:30:00.000Z 100  3.06 //
2012-12-14T09:37:30.000Z  75  3.03 //
2012-12-14T09:45:00.000Z  75  3.11 //
2012-12-14T09:52:30.000Z 100  3.13 //
2012-12-14T10:00:00.000Z 100  3.03 //
2012-12-14T10:07:30.000Z  75  3.01 //
2012-12-14T10:15:00.000Z  75  3.01 //
2012-12-14T10:22:30.000Z 100  2.95 //
2012-12-14T10:30:00.000Z 100  2.81 //
2012-12-14T10:37:30.000Z 100  2.86 //
2012-12-14T10:45:00.000Z 100  2.81 //
2012-12-14T10:52:30.000Z  75  2.70 //
2012-12-14T11:00:00.000Z 100  2.18 //
2012-12-14T11:07:30.000Z 100  2.56 //
2012-12-14T11:22:30.000Z 100  2.48 //
2012-12-14T11:30:00.000Z 100  2.43 //
2012-12-14T11:37:30.000Z 100  2.15 //
2012-12-14T11:45:00.000Z 100  2.13 //
2012-12-14T11:52:30.000Z 100  2.03 //
2012-12-14T12:00:00.000Z 100  2.08 //
2012-12-15T01:45:00.000Z   0  1.36 //
2012-12-15T02:00:00.000Z 100  1.28 //
2012-12-15T02:07:30.000Z  75  1.38 //
2012-12-15T02:15:00.000Z   0  1.83 //
2012-12-15T02:37:30.000Z 100  2.13 //
2012-12-15T02:45:00.000Z 100  2.18 //
2012-12-15T02:52:30.000Z 100  2.28 //
2012-12-15T03:00:00.000Z 100  2.43 //
2012-12-15T03:07:30.000Z 100  2.63 //
2012-12-15T03:15:00.000Z 100  2.53 //
2012-12-15T03:22:30.000Z 100  2.70 //
2012-12-15T03:30:00.000Z 100  2.76 //
2012-12-15T03:37:30.000Z 100  2.93 //
2012-12-15T03:45:00.000Z 100  2.90 //
2012-12-15T03:52:30.000Z 100  2.81 //
2012-12-15T04:00:00.000Z 100  2.86 //
2012-12-15T04:07:30.000Z 100  2.90 //
2012-12-15T04:15:00.000Z 100  2.93 //
2012-12-15T04:22:30.000Z 100  3.01 //
2012-12-15T04:30:00.000Z 100  3.03 //
2012-12-15T04:37:30.000Z 100  2.98 //
2012-12-15T04:45:00.000Z 100  2.68 //
2012-12-15T04:52:30.000Z 100  2.86 //
2012-12-15T05:00:00.000Z 100  3.03 //
2012-12-15T05:07:30.000Z 100  3.06 //
2012-12-15T05:15:00.000Z 100  3.23 //
2012-12-15T05:30:00.000Z 100  2.88 //
2012-12-15T05:45:00.000Z 100  3.15 //
2012-12-15T05:52:30.000Z 100  3.11 //
2012-12-15T06:00:00.000Z 100  3.45 //
2012-12-15T06:15:00.000Z 100  3.36 //
2012-12-15T06:30:00.000Z 100  2.81 //
2012-12-15T06:45:00.000Z 100  3.26 //
2012-12-15T06:52:30.000Z 100  3.38 //
2012-12-15T07:00:00.000Z 100  3.40 //
2012-12-15T07:07:30.000Z 100  3.51 //
2012-12-15T07:15:00.000Z  75  3.48 //
2012-12-15T07:22:30.000Z 100  3.45 //
2012-12-15T07:30:00.000Z 100  3.51 //
2012-12-15T07:37:30.000Z 100  3.03 //
2012-12-15T07:45:00.000Z 100  3.45 //
2012-12-15T07:52:30.000Z 100  3.36 //
2012-12-15T08:00:00.000Z  33  3.31 //
2012-12-15T08:07:30.000Z 100  3.48 //
2012-12-15T08:22:30.000Z 100  3.40 //
2012-12-15T08:30:00.000Z 100  3.31 //
2012-12-15T08:37:30.000Z 100  3.28 //
2012-12-15T08:45:00.000Z 100  3.06 //
2012-12-15T08:52:30.000Z 100  2.95 //
2012-12-15T09:00:00.000Z 100  3.28 //
2012-12-15T09:07:30.000Z 100  3.26 //
2012-12-15T09:15:00.000Z 100  3.08 //
2012-12-15T09:22:30.000Z 100  3.20 //
2012-12-15T09:37:30.000Z 100  3.11 //
2012-12-15T09:45:00.000Z 100  2.98 //
2012-12-15T09:52:30.000Z 100  2.90 //
2012-12-15T10:00:00.000Z  75  2.81 //
2012-12-15T10:07:30.000Z  75  2.73 //
2012-12-15T10:15:00.000Z 100  2.90 //
2012-12-15T10:22:30.000Z 100  2.88 //
2012-12-15T10:30:00.000Z  50  2.83 //
2012-12-15T10:37:30.000Z 100  2.43 //
2012-12-15T10:45:00.000Z 100  2.73 //
2012-12-15T10:52:30.000Z 100  2.65 //
2012-12-15T11:00:00.000Z 100  2.68 //
2012-12-15T11:07:30.000Z 100  2.36 //
2012-12-15T11:15:00.000Z 100  2.28 //
2012-12-15T11:22:30.000Z 100  2.33 //
2012-12-15T11:30:00.000Z 100  2.36 //
2012-12-15T11:37:30.000Z 100  2.15 //
2012-12-15T11:45:00.000Z 100  2.08 //
2012-12-15T11:52:30.000Z  75  2.06 //
2012-12-16T02:15:00.000Z 100  1.78 //
2012-12-16T02:22:30.000Z 100  1.90 //
2012-12-16T02:30:00.000Z 100  2.03 //
2012-12-16T02:37:30.000Z 100  2.08 //
2012-12-16T02:45:00.000Z 100  2.18 //
2012-12-16T02:52:30.000Z 100  2.26 //
2012-12-16T03:00:00.000Z 100  2.18 //
2012-12-16T03:07:30.000Z 100  2.45 //
2012-12-16T03:15:00.000Z 100  2.53 //
2012-12-16T03:30:00.000Z 100  2.63 //
2012-12-16T03:37:30.000Z 100  2.68 //
2012-12-16T03:45:00.000Z 100  2.76 //
2012-12-16T03:52:30.000Z 100  2.88 //
2012-12-16T04:00:00.000Z 100  2.83 //
2012-12-16T04:07:30.000Z 100  2.90 //
2012-12-16T04:15:00.000Z 100  2.90 //
2012-12-16T04:22:30.000Z 100  2.93 //
2012-12-16T04:30:00.000Z 100  2.83 //
2012-12-16T04:37:30.000Z 100  3.06 //
2012-12-16T04:52:30.000Z 100  3.11 //
2012-12-16T05:00:00.000Z 100  3.11 //
2012-12-16T05:07:30.000Z 100  3.13 //
2012-12-16T05:15:00.000Z 100  3.11 //
2012-12-16T05:22:30.000Z 100  3.18 //
2012-12-16T05:30:00.000Z 100  3.18 //
2012-12-16T05:37:30.000Z 100  3.20 //
2012-12-16T05:45:00.000Z  50  3.26 //
2012-12-16T05:52:30.000Z  50  3.28 //
2012-12-16T06:00:00.000Z 100  2.70 //
2012-12-16T06:07:30.000Z 100  3.28 //
2012-12-16T06:15:00.000Z 100  3.31 //
2012-12-16T06:22:30.000Z  50  3.33 //
2012-12-16T06:30:00.000Z  50  3.23 //
2012-12-16T06:37:30.000Z 100  3.15 //
2012-12-16T06:45:00.000Z  75  3.18 //
2012-12-16T06:52:30.000Z 100  3.26 //
2012-12-16T07:00:00.000Z 100  3.20 //
2012-12-16T07:07:30.000Z 100  3.18 //
2012-12-16T07:15:00.000Z  50  3.23 //
2012-12-16T07:22:30.000Z 100  2.86 //
2012-12-16T07:30:00.000Z  75  3.13 //
2012-12-16T07:37:30.000Z 100  3.03 //
2012-12-16T07:45:00.000Z 100  3.06 //
2012-12-16T07:52:30.000Z  75  2.98 //
2012-12-16T08:00:00.000Z 100  3.03 //
2012-12-16T08:07:30.000Z  75  3.23 //
2012-12-16T08:15:00.000Z   0  3.01 //
2012-12-16T08:22:30.000Z 100  3.13 //
2012-12-16T08:45:00.000Z 100  3.36 //
2012-12-16T08:52:30.000Z 100  3.28 //
2012-12-16T09:00:00.000Z   0  3.33 //
2012-12-16T09:07:30.000Z  50  3.28 //
2012-12-16T09:15:00.000Z  75  3.23 //
2012-12-16T09:22:30.000Z 100  3.15 //
2012-12-16T09:30:00.000Z 100  3.11 //
2012-12-16T09:37:30.000Z 100  3.08 //
2012-12-16T09:45:00.000Z 100  3.11 //
2012-12-16T09:52:30.000Z 100  3.13 //
2012-12-16T10:00:00.000Z 100  3.06 //
2012-12-16T10:07:30.000Z 100  2.98 //
